uid,title,score,members,popularity,cluster,cluster_label,reason
28549,Jishin ga Kitarou Dousuru? Mushi Mushi Mura no Bousai Kunren,6.38,104,15221,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
28565,Jishin da!! Mii-chan no Bousai Kunren,6.5,100,15289,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
23299,Pokemon Best Wishes! Season 2: Decolora Adventure - Iris vs. Ibuki! Dragon Master e no Michi!!,6.64,4778,5867,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
3366,Persona: Trinity Soul,6.64,63273,1607,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
36023,Persona 5 the Animation,6.64,132740,856,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
4013,Paul no Miracle Daisakusen,6.64,618,10522,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
29381,Kai Douryoku,6.76,110,15090,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
33607,Kahei no Umi,7.76,171,13931,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
840,Narue no Sekai,6.63,14770,3688,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
35311,Kamiusagi Rope x TOHO Cinemas,5.06,160,14114,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
40478,Kamiusagi Rope x Ricordi,3.94,79,15777,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
682,Otogi Story Tenshi no Shippo,6.62,11733,4053,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
13821,"Kamiusagi Rope tsuka, Natsuyasumi Rasuichi tte Maji ssuka!?",5.27,262,12523,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
40452,Kaze to Tomoni,5.13,57,16113,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
26229,Kaze no Tabibito,6.45,101,15275,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
32832,Kaze no You ni,6.91,1135,9266,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
39540,Kaze no Sei,4.54,45,16182,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
21201,Teekyuu 2 Specials,6.6,8150,4729,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
34453,Uma Musume: Pretty Derby,6.59,5632,5485,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
684,Tenshi no Shippo Chu!,6.59,4535,5984,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
2766,Super Doll Licca-chan,6.59,2719,7217,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
35458,Soushin Shoujo Matoi: Kabushiki Gaisha Knight Busters,6.59,2520,7407,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
11177,Cross Fight B-Daman,6.57,3550,6605,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
31048,Burenai Ai de,6.57,1310,8946,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
13253,Blossom,6.57,3909,6351,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
5002,Bari Bari Densetsu,6.57,746,10103,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
31128,Arslan Senki (TV): Tsuioku no Shou - Dakkan no Yaiba,6.57,10715,4218,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
10055,Black Jack: Heian Sento,6.57,1710,8304,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
55,Arc the Lad,6.57,13143,3864,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
16518,Arata Kangatari,6.57,54792,1784,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
591,Amaenaide yo!!,6.57,60817,1652,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
312,Ace wo Nerae!: Final Stage,6.57,1240,9071,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
12039,What's Michael? (TV),6.58,472,11127,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
5742,Space Cobra Pilot,6.58,1423,8751,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
22335,Teekyuu 3 Specials,6.58,7353,4916,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
2031,Shining Tears X Wind,6.58,28928,2623,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
13755,Shanshui Qing,6.58,1155,9221,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
10611,R-15,6.58,73987,1436,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
39914,Kaze Iro no Tonbo,4.52,49,16157,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
37192,Kaze Gourmet,4.33,94,15439,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
39202,Kazami Tori,4.72,75,15844,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
33896,Kayoko Sakura no Saku Hi,6.25,75,15812,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
10797,Kayoe! Chuugaku,5.74,313,12061,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
39007,Kawauso Labo,5.71,532,10865,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
34708,Kawaijuku Manavis CM,4.44,110,15109,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
22111,Kattobase! Dreamers: Carp Tanjou Monogatari,5.82,199,13444,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
21101,Katta-kun Monogatari,6.05,147,14381,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
14039,Katayoku no Khronos Gear,7.25,716,10195,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
27723,Kasumin 2nd Season,6.11,210,13274,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
28361,Kaseifu ga Ita.,4.59,304,12129,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
32623,Kasa Jizou,4.78,137,14563,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
35168,Karugamo Oyako no Koutsuu Anzen,6.82,73,15843,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
28571,Karugamo Oyako no Hi no Youjin,6.64,89,15539,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
40479,Karrimor Mountain Club 2,4.37,55,16127,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
9371,Karl to Fushigi na Tou,5.33,274,12391,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
20127,Kariage-kun,6.19,226,12978,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
37190,Karasu to Kaki no Tane,4.39,69,15905,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
27841,Karasu no Panya-san/Dorobou Gakkou,6.86,117,14954,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
38848,Kara no Tamago,4.08,48,16156,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
20123,Kappamaki,5.41,176,13815,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
1141,Palme no Ki,6.58,5148,5690,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
29491,Kappa no Suribachi,6.0,115,15009,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
32383,Osomatsu-san Short Film Series,6.58,4935,5784,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
8487,Onigamiden,6.58,10599,4230,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
30757,Monster Strike,6.58,17728,3390,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
23727,Kansuke-san to Fushigi na Jitensha,5.86,114,15030,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
17217,Kankara Sanshin,6.95,255,12592,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
32190,Omoi no Kakera,6.58,4626,5933,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
26333,Kaneko Misuzu: Yasashisa no Fuukei,6.85,112,15048,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
23943,Mobile Suit Gundam Unicorn: One of Seventy Two,6.58,1702,8321,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
6067,Moeru! Oniisan,6.58,568,10691,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
4782,Mama wa Poyopoyo Saurus ga Osuki,6.58,504,10968,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
21913,Kanbee-kun ga Yuku,5.61,135,14598,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
3503,Kanokon,6.58,180709,598,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
33875,Kochira Katsushikaku Kameari Kouenmae Hashutsujo: Ryoutsu vs. Nakimushi Aidoru!? Nihon Ikkai Dai-Sug,6.58,298,12171,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
38939,Kakegurui Picture Drama,6.58,8625,4622,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
30444,Kana Kana Kazoku: Stop Rubella,4.55,192,13576,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
38161,Kabukichou Sherlock,6.58,48858,1929,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
31604,Kana Kana Kazoku Shorts: Naru Haya Kakusan Kibou,4.86,169,14009,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
31603,Kana Kana Kazoku: Rika in Wonderland,4.36,186,13682,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
36294,Kana Kana ka na,5.22,72,15860,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
6657,Joshikousei: Girl's High Specials,6.58,3704,6482,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
40202,Kamo ga Suki,5.0,77,15904,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
32568,Kamiwaza Wanda,5.2,447,11252,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
30151,Kamiusagi Rope: Warau Asa ni wa Fukuraitaru tte Maji ssuka!?,5.44,544,10798,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
37851,Kamiusagi Rope x Wacoal,5.64,128,14810,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
35305,Kamiusagi Rope x Tokyo Gas,4.89,147,14423,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
35312,Kamiusagi Rope x TOHO Cinemas (Movies),4.53,159,14129,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
30148,Kamiusagi Rope Specials,4.74,187,13667,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
30150,Kamiusagi Rope 3,4.83,247,12725,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
30149,Kamiusagi Rope 2 Specials,4.54,192,13575,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
37978,Kamisama Minarai: Himitsu no Cocotama - Minarai Cocotama-dou,5.77,183,13724,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
19993,Kaminari Boy Pikkari★bee,5.76,164,14060,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
39501,Kaminari Boy Pikatta-kun no Koutsu Anzen,6.0,40,16239,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
39502,Kaminari Boy Pikatta-kun no Jitensha Kyoushitsu,5.89,41,16221,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
29985,Kamen no Marionette-tachi,5.96,146,14399,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
31015,Kakusensou,7.18,85,15632,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
23613,Kakkun Cafe,5.72,154,14232,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
30704,Kakko Kawaii Sengen! Specials,5.17,241,12762,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
37875,KakoPad: Nagaoka Hanabi Monogatari,5.31,97,15355,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
39536,Kakera,5.89,62,16030,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
39156,Kaji to Kouma,5.63,41,16220,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
19505,Kaizoku Ouji,6.13,287,12272,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
36819,Kaitou Yumenosuke,4.39,88,15558,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
19987,Kaitou Pride,5.89,182,13705,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
28111,Kaitou Gary no Nihonjin Kouryakuhou!,5.76,130,14721,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
35535,Kaiten Mokuba ni Boku to Neko,4.82,91,15496,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
39405,Kaitei-koku no Koutsu Anzen,8.88,36,16283,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
21551,Kaitei Toshi no Dekiru made,5.84,173,13889,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
39413,Kaishain! Nourin Suisan-shou e Iku,4.34,129,14752,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
35133,Kaishain x Sumida Suizokukan Bikkuri! Kai Matsuri CM,5.04,120,14917,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
37640,Kaishain vs. Credit Card Kachou: CreCar no Rule Shitteru kai?,6.09,106,15173,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
19587,Kaiketsu Zorori: Mamoru ze! Kyouryuu no Tamago,6.48,245,12698,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
35538,Kaiketsu Zorori no Dragon Taiji,6.33,172,13907,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
30313,Kaiketsu Zorori Movie: Uchuu no Yuusha-tachi,6.19,250,12653,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
19087,Kaiketsu Tamagon,5.58,216,13101,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
39628,Kaijuu Step Wandabada,3.71,64,15982,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
35074,Kaiketsu Zorori Movie: ZZ no Himitsu,6.85,184,13666,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
32197,Kaijuu Sakaba Kanpai! Specials,5.48,165,14078,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
36820,Kaijuu ga Yattekuru,4.33,86,15611,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
40645,Kaigo to Ikiru,5.53,78,15827,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
33234,Kaibutsu-kun: Suna Majin wo Yattsukero no Maki / Kaibutsu-kun to Haniwa Kaishin no Maki,4.96,106,15199,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
22977,Kaibutsu-kun: Kaibutsu Land e no Shoutai,5.8,197,13443,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
22975,Kaibutsu-kun: Demon no Ken,5.94,223,13011,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
38849,"Kaibutsu ga, Umareta Hi.",4.88,88,15610,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
29383,Kai Douryoku Real,6.33,120,14899,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
34261,Kai: Geoul Hosu-ui Jeonseol,6.58,247,12724,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
33027,Infini-T Force,6.58,6877,5057,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
1694,iDOLM@STER Xenoglossia,6.58,18891,3279,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
10491,Higurashi no Naku Koro ni Kira,6.58,62378,1625,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
19271,Gekitou! Crush Gear Turbo: Kaizabaan no Chousen,6.58,560,10724,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
3185,Fortune Quest L,6.58,1296,8964,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
1189,Eden's Bowy,6.58,5183,5670,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
1853,Cutey Honey F,6.58,6308,5237,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
34257,Cinderella Girls Gekijou,6.58,12980,3887,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
